OBJECTID,CELL_ID,DECLINATION,ANNUAL_DRIFT,INCLINATION,DEC_MILS,DEC_DEGMINSEC,LAT,LON,PUBLICDISPLAY,DATAACCESS,UNITCODE,UNITNAME,REGIONCODE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,NOTES,GlobalID,COUNTY,QUADNAME,ROAD,PARKDISTRICT,STATE,TRAIL,X_COORD,Y_COORD,ELEVATION,ZACCURACY,LOC_NAME,VALID_RESULT,x,y
132,,-5.93043652566406,-0.0580246425526685,63.5036209260466,105.430114465951,,35.516466096,-83.8106362029999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,288dbcec-9e1d-4601-95c3-c297a7d000f2,Swain,CADES COVE,Payne Cemetery Access Road,Deep Creek District,North Carolina,Appalachian Trail,245113.220015859,3933953.20003966,4468.76709,>=1m and <5m,Greer Knob,Accepted,-83.8106362029999,35.516466096
133,,-5.95839773228652,-0.0577566027940764,63.5131366913247,105.927203205043,,35.5326270670001,-83.772597838,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,f8d396c4-37f8-4712-8893-1b7e630a96e6,Swain,CADES COVE,Cades Cove Loop Road,Deep Creek District,North Carolina,Eagle Creek Trail,248614.130026377,3935648.49003894,4178.34668,>=1m and <5m,Pond Knob,Accepted,-83.772597838,35.5326270670001
134,,-5.94240925842202,-0.0579554221719261,63.4982058979892,105.642963314375,,35.5121949050001,-83.792166419,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,056788da-2519-4284-a99e-2caee3c57348,Swain,CADES COVE,Lakeview Drive West,Deep Creek District,North Carolina,Appalachian Trail,246775.190014482,3933431.6900465,3702.175537,>=1m and <5m,Big Swag,Accepted,-83.792166419,35.5121949050001
135,,-5.94898053420729,-0.0577648436556193,63.5270628141634,105.75978614103,,35.547381869,-83.789353265,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,dba0778a-e533-4689-b724-73e554bd80f0,Blount,CADES COVE,Cades Cove Loop Road,Cades Cove District,Tennessee,Appalachian Trail,247140.919987264,3937328.42002152,4772.334473,>=1m and <5m,Devils Tater Patch,Accepted,-83.789353265,35.547381869
136,,-5.89829114450163,-0.0579207217942619,63.5785305220774,104.858640308721,,35.5992146740001,-83.874041327,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,8ef70bd7-47f6-455d-a613-e3a28a12df32,Blount,CADES COVE,Abrams Falls Parking Lot,Cades Cove District,Tennessee,Abrams Falls Trail,239629.709982713,3943300.20997055,2041.532349,>=1m and <5m,Spruce Double,Accepted,-83.874041327,35.5992146740001
137,,-5.8985086439211,-0.0579786839041745,63.5660903851084,104.862506969901,,35.584565152,-83.8708747489999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,d3a74414-0fe0-4fa4-b21e-47b9c50e3dff,Blount,CADES COVE,Abrams Falls Parking Lot,Cades Cove District,Tennessee,Rabbit Creek Trail,239869.220003489,3941666.42998119,2314.407715,>=1m and <5m,Coon Butt,Accepted,-83.8708747489999,35.584565152
138,,-5.89333905911688,-0.0582283497765652,63.5225008841401,104.770603125168,,35.5322242770001,-83.868311638,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,305532cb-0a2f-42ba-ac2d-4de7375cd646,Blount,CADES COVE,Parson Branch Road ,Cades Cove District,Tennessee,Gregory Bald Trail,239932.320036241,3935852.34001376,4358.915039,>=1m and <5m,High Point,Accepted,-83.868311638,35.5322242770001
139,,-5.90352974719598,-0.058242982288538,63.5025690374186,104.951771139701,,35.5104994020001,-83.849094035,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,1eef2399-209e-4aee-8f26-a192bf690e22,Swain,CADES COVE,Parson Branch Road ,Deep Creek District,North Carolina,Long Hungry Ridge Trail,241605.540034215,3933391.37000333,4379.77441406,>=1m and <5m,Rye Patch,Accepted,-83.849094035,35.5104994020001
140,,-5.91002650061921,-0.0581506738414488,63.5111176701942,105.067269122708,,35.521718337,-83.841711528,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,3c4bcb89-7448-4215-9545-64bc6390a23d,Blount,CADES COVE,Parson Branch Road ,Cades Cove District,Tennessee,Gregory Bald Trail,242311.160009544,3934616.77996873,4458.055664,>=1m and <5m,Forge Knob,Accepted,-83.841711528,35.521718337
141,,-5.92156822640421,-0.0580566055133827,63.5116520704814,105.272455615369,,35.524374881,-83.825236375,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,23de6543-293f-498e-8706-5f85b82f7171,Blount,CADES COVE,Forge Creek Parking @ End,Deep Creek District,Tennessee,Gregory Bald Trail,243813.989965311,3934868.550026,4524.515137,>=1m and <5m,Brier Lick Knob,Accepted,-83.825236375,35.524374881
142,,-5.92543135697958,-0.0580229362235696,63.5122809555048,105.341133578112,,35.5257958940001,-83.8198248149999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,9a5c30ac-b082-4fff-a088-5b47ec0b7f99,Swain,CADES COVE,Forge Creek Parking @ End,Deep Creek District,North Carolina,Appalachian Trail,244309.340004118,3935012.14997328,4531.203613,>=1m and <5m,Doe Knob,Accepted,-83.8198248149999,35.5257958940001
143,,-5.93087188902548,-0.0579601176094702,63.5163771511967,105.437854268717,,35.531584084,-83.812941091,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,2bb69b21-bdd4-4c34-97a6-2d4e332bd071,Swain,CADES COVE,Forge Creek Parking @ End,Cades Cove District,North Carolina,Appalachian Trail,244952.029958394,3935636.49996246,4442.555176,>=1m and <5m,Powell Knob,Accepted,-83.812941091,35.531584084
144,,-5.93296150470375,-0.0578674805874919,63.5322431060294,105.475003038322,,35.5506650180001,-83.813583357,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,7e193e52-257f-45a9-b30e-9fe60811aef5,Blount,CADES COVE,Forge Creek Parking @ End,Cades Cove District,Tennessee,Appalachian Trail,244954.259987775,3937755.19000114,3588.921875,>=1m and <5m,Mollies Butt,Accepted,-83.813583357,35.5506650180001
145,,-6.00814353117872,-0.0572485922120403,63.536055114959,106.811574068589,,35.568516511,-83.706301601,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,ad062e74-8551-4ffd-8545-e82aab4f2fd7,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Deep Creek District,North Carolina,Appalachian Trail,254735.990037313,3939463.11000453,5528.735352,>=1m and <5m,Thunderhead Mountain,Accepted,-83.706301601,35.568516511
146,,-5.99622234530033,-0.0574273253419095,63.5187721674451,106.59964161028,,35.5460046210001,-83.7194619159999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,48a7073b-73d1-4ebd-9bca-9c8c3f697dc2,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Deep Creek District,North Carolina,Jenkins Ridge Trail,253474.030013205,3936998.36005026,5100.87841797,>=1m and <5m,De Armond Bald,Accepted,-83.7194619159999,35.5460046210001
147,,-5.98885482752564,-0.0573178668108469,63.5537861266308,106.468663352785,,35.5859834520001,-83.7381614399999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,bfd5a8c8-c2a5-4084-9b5f-714c45011dcf,Blount,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Cades Cove District,Tennessee,Bote Mountain Trail,251901.840000766,3941480.9099508,4001.744873,>=1m and <5m,Cold Water Knob,Accepted,-83.7381614399999,35.5859834520001
148,,-5.9836773965151,-0.0574502929802811,63.5348822193549,106.376620019766,,35.562762315,-83.741240509,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,9a3016b1-3cde-4bdf-b9ae-351dd839317c,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Deep Creek District,North Carolina,Appalachian Trail,251551.020011162,3938912.33994661,5054.008789,>=1m and <5m,Mount Squires,Accepted,-83.741240509,35.562762315
149,,-5.98962467411901,-0.0574029161984217,63.5348352133505,106.482349531553,,35.5637671870001,-83.7326717079999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,f100bdca-b346-46a8-b160-c54f11b83f4c,Blount,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Cades Cove District,Tennessee,Appalachian Trail,252330.930018769,3939002.23001556,4953.296387,>=1m and <5m,Spence Field,Accepted,-83.7326717079999,35.5637671870001
150,,-5.99410391158255,-0.0575617257835641,63.4943213464915,106.561980519332,,35.51680558,-83.716860202,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,1a3dd055-3881-49e9-bd8d-5104fd9fd2da,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Deep Creek District,North Carolina,Jenkins Ridge Trail,253620.600004661,3933752.31002793,3930.780518,>=1m and <5m,Woodward Knob,Accepted,-83.716860202,35.51680558
151,,-6.00270315443737,-0.0573645349632472,63.521030944785,106.714856138957,,35.5498269570001,-83.710654964,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,01cc5915-6e11-4cbc-8566-12cc868c891b,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Deep Creek District,North Carolina,Jenkins Ridge Trail,254284.269967899,3937400.41999577,5416.42041,>=1m and <5m,Blockhouse Mountain,Accepted,-83.710654964,35.5498269570001
152,,-6.00901562615509,-0.0572832850696279,63.527395517197,106.82707799866,,35.558461622,-83.703040868,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,1b381a10-f2fe-4f67-8f6b-d59d26a466d4,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Deep Creek District,North Carolina,Jenkins Ridge Trail,255000.939992934,3938339.43002859,5134.019043,>=1m and <5m,Devils Race Patch,Accepted,-83.703040868,35.558461622
153,,-6.00241369870427,-0.057308124681736,63.5332374254037,106.709710252825,,35.5641678970001,-83.7138964709999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,eac4e3a6-d215-4948-81e9-0fb02c115ec1,Swain,THUNDERHEAD MOUNTAIN,Laurel Creek Road,Cades Cove District,North Carolina,Appalachian Trail,254034.220021831,3938999.59996042,5437.398926,>=1m and <5m,Rocky Top,Accepted,-83.7138964709999,35.5641678970001
154,,-6.01458316495083,-0.0571047453942986,63.5551711280296,106.926056589863,,35.5922171020001,-83.701462943,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,e47c1306-fbf7-4703-9674-f6d70162b8b0,Blount,THUNDERHEAD MOUNTAIN,Upper Tremont Road,Cades Cove District,Tennessee,Appalachian Trail,255246.800038371,3942080.5700436,4006.122314,>=1m and <5m,Chimney Rocks,Accepted,-83.701462943,35.5922171020001
155,,-6.02647877594047,-0.0571066077997586,63.5349491883422,107.137534382914,,35.5705038610001,-83.679650268,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,51419778-e659-4c52-b489-52950c5331e9,Blount,THUNDERHEAD MOUNTAIN,Upper Tremont Road,Cades Cove District,Tennessee,Appalachian Trail,257157.899980391,3939617.50003403,5219.992188,>=1m and <5m,Briar Knob,Accepted,-83.679650268,35.5705038610001
156,,-6.02323108536978,-0.0569850012960762,63.5655717707332,107.079797589487,,35.6060388490001,-83.691430528,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,69bc988e-4482-4c88-886d-c421f84f6c3e,Blount,THUNDERHEAD MOUNTAIN,Upper Tremont Road,Cades Cove District,Tennessee,Thunderhead Prong Quiet Walkway,256197.920019385,3943589.12999371,3743.517334,>=1m and <5m,Hornet Tree Top,Accepted,-83.691430528,35.6060388490001
157,,-6.03252575472258,-0.0570371692916067,63.5392588788022,107.245036362307,,35.5766741670001,-83.671943976,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,45952b47-12ec-4534-ab2f-f90b8fc6faa1,Blount,THUNDERHEAD MOUNTAIN,Upper Tremont Road,Cades Cove District,Tennessee,Appalachian Trail,257875.029960391,3940283.08004086,4612.998047,>=1m and <5m,Devils Courthouse,Accepted,-83.671943976,35.5766741670001
158,,-6.21380788459521,-0.0558033937045579,63.4895143760739,110.467833810757,,35.551408989,-83.398848188,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,cb1fded2-5d2d-4b2d-8a29-1defbce28f42,Swain,CLINGMANS DOME,Thomas Divide Trail Pullout Parking,Oconaluftee District,North Carolina,Sunkota Ridge Trail,282558.979957149,3936842.54002806,4311.754883,>=1m and <5m,Rattlesnake Knob,Accepted,-83.398848188,35.551408989
159,,-6.1681975087643,-0.0559037303363019,63.5458703082734,109.65698167131,,35.6092734110001,-83.4779626499999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,105ecb2b-cce8-446b-8b1d-3beb8cf2b844,Sevier,CLINGMANS DOME,Clingmans Dome Access Road,Little River District,Tennessee,Sugarland Mountain Trail,275547.940015794,3943439.64996849,5491,>=1m and <5m,Sugarland Mountain,Accepted,-83.4779626499999,35.6092734110001
160,,-6.18206355571948,-0.0557654586762188,63.5509391688233,109.90348948087,,35.6178242030001,-83.459151226,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,bf821f0c-f9b7-490f-a02b-b8cda9351d85,Sevier,CLINGMANS DOME,Newfound Gap Pullout Parking At Milepost 9.95,Little River District,Tennessee,Road Prong Trail,277275.929968687,3944345.50001494,5787,>=1m and <5m,Mount Mingus,Accepted,-83.459151226,35.6178242030001
161,,-6.17228652243022,-0.05612167182852,63.4940691183136,109.72967533846,,35.549011261,-83.459888458,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,7869e858-0ce2-4fc0-9ea5-5cfbb23c695b,Swain,CLINGMANS DOME,Noland Divide Trailhead Parking,Oconaluftee District,North Carolina,Noland Divide Trail,277018.309981221,3936713.04997971,5162.758789,>=1m and <5m,Roundtop Knob,Accepted,-83.459888458,35.549011261
162,,-6.15212277149946,-0.0561974586002743,63.5124231387025,109.371208207163,,35.5668848980001,-83.49329992,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,GRSM Website 6420,2e34ae64-da1e-4ef4-b6d4-133679374895,Sevier,CLINGMANS DOME,Clingmans Dome Access Road,Little River District,Tennessee,Appalachian Trail,274039.249962184,3938772.13998348,6416.65,>=1m and <5m,Mount Love,Accepted,-83.49329992,35.5668848980001
163,,-6.14814937082643,-0.056243395947178,63.5096335120652,109.300569884678,,35.562863726,-83.498379009,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,GRSM Website 6643,b600c21d-fe75-417f-91e7-6dc7d706cfed,Swain,CLINGMANS DOME,Clingmans Dome Access Road,Deep Creek District,North Carolina,Clingmans Dome Trail,273567.530022215,3938337.69994977,6643,>=1m and <5m,Clingmans Dome,Accepted,-83.498379009,35.562863726
164,,-6.15403888568723,-0.056338296407215,63.4801041099137,109.40527250197,,35.529181178,-83.4829559899999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,3b98ce84-db75-4a4f-964c-80eedb1b59f8,Swain,CLINGMANS DOME,Clingmans Dome Road Primary Parking,Deep Creek District,North Carolina,Forney Ridge Trail,274871.430044587,3934565.58003375,5111.256348,>=1m and <5m,Jerry Bald,Accepted,-83.4829559899999,35.529181178
165,,-6.17386390017795,-0.056205753938126,63.474044507073,109.757717644584,,35.5257315490001,-83.452908001,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,22cacced-a76a-41b9-9b87-2b509b0fb333,Swain,CLINGMANS DOME,Noland Divide Trailhead Parking,Deep Creek District,North Carolina,Noland Divide Trail,277586.890044055,3934114.62995676,4680.035645,>=1m and <5m,Sassafras Knob,Accepted,-83.452908001,35.5257315490001
166,,-6.16886215990845,-0.05599245619534,63.5264851598264,109.66879770642,,35.586554139,-83.472447146,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,GRSM Website 6118,488148e4-84f3-49bc-b12b-c66c68f98d5e,Swain,CLINGMANS DOME,Clingmans Dome Access Road,Oconaluftee District,North Carolina,Appalachian Trail,275984.279957512,3940906.58005263,6196.55,>=1m and <5m,Mount Collins,Accepted,-83.472447146,35.586554139
167,,-6.22762091117037,-0.0553977965860351,63.5494975733513,110.713399034605,,35.624645877,-83.3930590419999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,0042a38c-51bd-4086-9fb0-3424a1b0ecc7,Swain,CLINGMANS DOME,Newfound Gap Road North,Oconaluftee District,North Carolina,Appalachian Trail,283281.430043735,3944954.56000612,6119.895996,>=1m and <5m,Mount Ambler,Accepted,-83.3930590419999,35.624645877
168,,-6.22708508956646,-0.0556362031248048,63.501446142403,110.703873305295,,35.567950802,-83.382480217,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,1fdaa566-40dc-47db-8ea4-564fd44f93ee,Swain,CLINGMANS DOME,Newfound Gap Road South,Oconaluftee District,North Carolina,Thomas Divide Trail,284087.319966888,3938641.62997093,5143.13671875,>=1m and <5m,Nettle Creek Bald,Accepted,-83.382480217,35.567950802
169,,-6.22626515859954,-0.0556026827898117,63.509726881677,110.689296736551,,35.5775459560001,-83.3856201249999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,71250826-5c8d-4da7-a987-b4be9444d067,Swain,CLINGMANS DOME,Newfound Gap Road South,Oconaluftee District,North Carolina,Thomas Divide Trail,283828.509966308,3939712.98998359,5112.038574,>=1m and <5m,Turkey Flyup,Accepted,-83.3856201249999,35.5775459560001
170,,-6.16298752679424,-0.0563815171575972,63.4560649615111,109.564359653843,,35.502549141,-83.464398171,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,49f70323-60b7-4c6e-9c72-f0ef2626b2d7,Swain,CLINGMANS DOME,Deep Creek Falls And Trail Parking,Deep Creek District,North Carolina,Noland Divide Trail,276480.529961001,3931568.79003853,4764.251953,>=1m and <5m,Coburn Knob,Accepted,-83.464398171,35.502549141
171,,-6.38040970381696,-0.0540504979465068,63.5648320697058,113.429647632517,,35.671898728,-83.175867318,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,e159e5b2-0b89-4f1d-a2a8-99bb0f5aafee,Haywood,LUFTEE KNOB,Balsam Mountain Road ,Cosby District,North Carolina,Mount Sterling Ridge Trail,303069.890044994,3949739.38999971,6152.18457,>=1m and <5m,Big Cataloochee Mountain,Accepted,-83.175867318,35.671898728
172,,-6.07603561292842,-0.0567014836712092,63.5360488256322,108.018545919519,,35.5807644450001,-83.6085302769999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,9ce139a5-d502-4344-82fe-831dce9bca20,Sevier,SILERS BALD,Upper Tremont Road,Cades Cove District,Tennessee,Appalachian Trail,263634.760038051,3940582.67000698,5235.32666,>=1m and <5m,Cold Spring Knob,Accepted,-83.6085302769999,35.5807644450001
173,,-6.0654038760365,-0.0568160518646619,63.5301298658505,107.829537027402,,35.5718552390001,-83.622469145,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,40ff2598-124c-4187-b094-9974743e921c,Sevier,SILERS BALD,Upper Tremont Road,Deep Creek District,North Carolina,Appalachian Trail,262345.099979527,3939627.82000931,4831.388672,>=1m and <5m,Hemlock Knob,Accepted,-83.622469145,35.5718552390001
174,,-6.08902819122807,-0.0565521826032644,63.5451586534288,108.249525378014,,35.593870655,-83.5919348749999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,b659221e-e12b-4be9-9dce-501dcfcc13f9,Sevier,SILERS BALD,Elkmont Cemetery Road,Little River District,Tennessee,Miry Ridge Trail,265177.150010108,3941996.97996912,4860.789551,>=1m and <5m,Ben Parton Lookout,Accepted,-83.5919348749999,35.593870655
175,,-6.08582740806951,-0.0565067677006295,63.5598993096941,108.192622495178,,35.610669128,-83.59998659,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,0e430504-3f5a-4a6e-9d89-8b20638d1ea3,Sevier,SILERS BALD,Elkmont Cemetery Road,Little River District,Tennessee,Miry Ridge Trail,264496.789979683,3943879.93000603,4812.080078,>=1m and <5m,Dripping Spring Mountain,Accepted,-83.59998659,35.610669128
176,,-6.07199990570538,-0.0569920021972168,63.4825963770885,107.946799923649,,35.517045862,-83.6019000919999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,33f5f80b-47a0-4115-a06a-fac1ab878d55,Swain,SILERS BALD,Lakeview Drive East Parking #4,Deep Creek District,North Carolina,Welch Ridge Trail,264048.900031051,3933497.59004219,4977.161133,>=1m and <5m,Mount Glory,Accepted,-83.6019000919999,35.517045862
177,,-6.07010927966109,-0.0570104742492288,63.4819301831615,107.913188751959,,35.51591718,-83.604471086,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,0a8dc88d-2f52-4d4d-a71c-0e5d27a7c3f0,Swain,SILERS BALD,Lakeview Drive East Parking #4,Deep Creek District,North Carolina,Welch Ridge Trail,263812.390020173,3933378.52997531,4957.804199,>=1m and <5m,Hawk Knob,Accepted,-83.604471086,35.51591718
178,,-6.06686125777251,-0.0570772500661323,63.4735031001256,107.855446068428,,35.505401969,-83.6071945469999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,98301628-30c4-40ec-a566-6324f5dfb330,Swain,SILERS BALD,Lakeview Drive East Parking #4,Deep Creek District,North Carolina,Welch Ridge Trail,263534.499954944,3932218.46997672,4966.000488,>=1m and <5m,Bearwallow Bald,Accepted,-83.6071945469999,35.505401969
179,,-6.12476841900237,-0.0562335093992821,63.5509874864145,108.88490799934,,35.607285393,-83.541789436,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,f16511e9-43ab-4d77-bd95-432e7da9bccb,Sevier,SILERS BALD,Newfound Gap Road North,Little River District,Tennessee,Goshen Prong Trail,269759.639961499,3943366.67998884,3635.849121,>=1m and <5m,Little Goshen,Accepted,-83.541789436,35.607285393
180,,-6.11721406863677,-0.0564618716515461,63.5165368236692,108.750608269411,,35.5652946500001,-83.544619322,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,cfb7409b-86fc-422c-ab1f-19e339ba855a,Sevier,SILERS BALD,Clingmans Dome Road Primary Parking,Little River District,Tennessee,Appalachian Trail,269382.770034405,3938714.74995277,5570.141602,>=1m and <5m,Jenkins Knob,Accepted,-83.544619322,35.5652946500001
181,,-6.11135492808779,-0.056553509753356,63.5074307653076,108.646445640559,,35.5534907740001,-83.550940425,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,0107be69-ff97-4b2e-879c-43de9dd992bd,Swain,SILERS BALD,Clingmans Dome Road Primary Parking,Deep Creek District,North Carolina,Appalachian Trail,268775.840041375,3937420.02999104,4971.714844,>=1m and <5m,Suli Knob,Accepted,-83.550940425,35.5534907740001
182,,-6.11027921276204,-0.0566659898161785,63.4859530991364,108.627321788641,,35.5279960290001,-83.5474752649999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,3177ed03-38a2-4117-ac6a-7d271a255962,Swain,SILERS BALD,Clingmans Dome Road Primary Parking,Deep Creek District,North Carolina,Jonas Creek Trail,269016.849970303,3934583.46003601,3815.666748,>=1m and <5m,Fern Knob,Accepted,-83.5474752649999,35.5279960290001
183,,-6.13517599803085,-0.0565000183920321,63.4784347983545,109.069931857793,,35.5237265330001,-83.509793222,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,a62d19cd-da95-490b-9c74-ab12d70c948e,Swain,SILERS BALD,Clingmans Dome Road Primary Parking,Deep Creek District,North Carolina,Forney Ridge Trail,272422.190023176,3934022.0999804,4877.805176,>=1m and <5m,Buckhorn Bald,Accepted,-83.509793222,35.5237265330001
184,,-6.20341568778792,-0.0553124409198804,63.6078390111914,110.283083414356,,35.6888965160001,-83.4417723399999,Public Map Display,Unrestricted,GRSM,Great Smoky Mountains National Park,SER,DERV,,5/6/2021 12:00:00 AM,>=1m and <5m,,7feac113-62c2-4389-892e-761282bd4cbb,Sevier,MOUNT LE CONTE,Roaring Fork Motor Nature Trail,Cosby District,Tennessee,Grapeyard Ridge Trail,279046.219960777,3952191.08005211,4284.326172,>=1m and <5m,Mount Winnesoka,Accepted,-83.4417723399999,35.6888965160001
